,DriverAhead,DistanceToDriverAhead,LapNumber,LapTime,Compound,TyreLife,Stint,TrackStatus
0,,,1.0,,MEDIUM,1.0,1,1
1,16,76.57749999999396,2.0,0 days 00:01:35.275000,MEDIUM,2.0,1,1
2,16,116.2524999999896,3.0,0 days 00:01:34.890000,MEDIUM,3.0,1,1
3,16,148.8616666666312,4.0,0 days 00:01:34.700000,MEDIUM,4.0,1,1
4,16,160.0861111110935,5.0,0 days 00:01:34.809000,MEDIUM,5.0,1,1
5,16,135.11555555547966,6.0,0 days 00:01:34.840000,MEDIUM,6.0,1,1
6,16,165.38305555547413,7.0,0 days 00:01:34.634000,MEDIUM,7.0,1,1
7,16,181.053611111005,8.0,0 days 00:01:34.821000,MEDIUM,8.0,1,1
8,16,228.35111111105653,9.0,0 days 00:01:34.832000,MEDIUM,9.0,1,1
9,16,227.9313888887773,10.0,0 days 00:01:35.252000,MEDIUM,10.0,1,1
10,16,284.54694444431516,11.0,0 days 00:01:34.959000,MEDIUM,11.0,1,1
11,16,301.1266666665324,12.0,0 days 00:01:35.191000,MEDIUM,12.0,1,1
12,16,331.3524999998772,13.0,0 days 00:01:34.982000,MEDIUM,13.0,1,1
13,16,369.299722221971,14.0,0 days 00:01:35.093000,MEDIUM,14.0,1,1
14,16,362.1502777774149,15.0,0 days 00:01:35.370000,MEDIUM,15.0,1,1
15,11,58.55861111058039,16.0,0 days 00:01:44.577000,MEDIUM,16.0,1,264
16,16,243.3408333328989,17.0,,HARD,1.0,2,4
17,20,12.502499999667634,18.0,,HARD,2.0,2,4
18,16,240.78638888822752,19.0,0 days 00:02:29.635000,HARD,3.0,2,4
19,16,281.20388888816524,20.0,,HARD,4.0,2,4
20,44,122.11138888822461,21.0,0 days 00:01:35.227000,HARD,5.0,2,1
21,20,9.854444444004912,22.0,0 days 00:01:34.167000,HARD,6.0,2,1
22,55,108.46972222145996,23.0,0 days 00:01:33.688000,HARD,7.0,2,1
23,55,107.08333333258634,24.0,0 days 00:01:33.445000,HARD,8.0,2,1
24,55,97.99388888839167,25.0,0 days 00:01:33.301000,HARD,9.0,2,1
25,55,98.45527777765528,26.0,0 days 00:01:33.304000,HARD,10.0,2,1
26,55,113.27055555558763,27.0,0 days 00:01:33.059000,HARD,11.0,2,1
27,55,78.42749999999069,28.0,0 days 00:01:33.030000,HARD,12.0,2,1
28,55,92.26499999995576,29.0,0 days 00:01:32.930000,HARD,13.0,2,1
29,55,52.718055555509636,30.0,0 days 00:01:32.778000,HARD,14.0,2,1
30,55,55.1622222221049,31.0,0 days 00:01:32.897000,HARD,15.0,2,1
31,55,51.4036111109308,32.0,0 days 00:01:32.887000,HARD,16.0,2,1
32,55,59.188888888806105,33.0,0 days 00:01:32.855000,HARD,17.0,2,1
33,55,71.57388888887363,34.0,0 days 00:01:32.827000,HARD,18.0,2,1
34,55,82.27277777786367,35.0,0 days 00:01:32.474000,HARD,19.0,2,1
35,55,48.31305555574363,36.0,0 days 00:01:32.543000,HARD,20.0,2,1
36,55,23.281944444519468,37.0,0 days 00:01:33.124000,HARD,21.0,2,2
37,55,70.40833333364571,38.0,0 days 00:01:48.873000,HARD,22.0,2,26
38,16,624.9366666662681,39.0,0 days 00:02:07.594000,HARD,23.0,2,6
39,55,92.3061111109273,40.0,0 days 00:02:03.699000,HARD,24.0,2,6
40,16,568.329166665877,41.0,0 days 00:01:34.945000,HARD,25.0,2,67
41,16,521.8788888879062,42.0,0 days 00:01:32.755000,HARD,26.0,2,1
42,16,492.30277777669835,43.0,0 days 00:01:34.644000,HARD,27.0,2,1
43,55,89.61749999967287,44.0,0 days 00:01:32.302000,HARD,28.0,2,1
44,55,105.60861111059785,45.0,0 days 00:01:32.063000,HARD,29.0,2,1
45,55,100.94638888799818,46.0,0 days 00:01:32.737000,HARD,30.0,2,1
46,55,142.57194444333436,47.0,0 days 00:01:31.779000,HARD,31.0,2,1
47,55,131.64222222118406,48.0,0 days 00:01:31.861000,HARD,32.0,2,2
48,55,144.04166666587116,49.0,0 days 00:01:32.079000,HARD,33.0,2,2
49,55,161.77694444387453,50.0,0 days 00:01:31.772000,HARD,34.0,2,2
50,11,62.62694444444878,2.0,0 days 00:01:34.943000,MEDIUM,2.0,1,1
51,11,81.67583333333823,3.0,0 days 00:01:34.794000,MEDIUM,3.0,1,1
52,11,83.28500000002896,4.0,0 days 00:01:34.651000,MEDIUM,4.0,1,1
53,11,92.96666666671445,5.0,0 days 00:01:35.156000,MEDIUM,5.0,1,1
54,11,155.58583333338902,6.0,0 days 00:01:34.585000,MEDIUM,6.0,1,1
55,11,157.45500000009633,7.0,0 days 00:01:34.702000,MEDIUM,7.0,1,1
56,11,146.23361111115082,8.0,0 days 00:01:34.569000,MEDIUM,8.0,1,1
57,11,131.27861111103994,9.0,0 days 00:01:34.967000,MEDIUM,9.0,1,1
58,11,134.75333333325398,10.0,0 days 00:01:34.679000,MEDIUM,10.0,1,1
59,11,100.28305555546103,11.0,0 days 00:01:34.781000,MEDIUM,11.0,1,1
60,11,113.39361111097969,12.0,0 days 00:01:34.915000,MEDIUM,12.0,1,1
61,11,130.20972222201817,13.0,0 days 00:01:34.777000,MEDIUM,13.0,1,1
62,11,91.32055555535771,14.0,0 days 00:01:35.214000,MEDIUM,14.0,1,1
63,11,72.57583333308867,15.0,0 days 00:01:35.237000,MEDIUM,15.0,1,1
64,,,16.0,0 days 00:01:43.840000,MEDIUM,16.0,1,264
65,,,17.0,,HARD,1.0,2,4
66,,,18.0,,HARD,2.0,2,4
67,,,19.0,0 days 00:02:29.002000,HARD,3.0,2,4
68,,,20.0,,HARD,4.0,2,4
69,,,21.0,0 days 00:01:34.636000,HARD,5.0,2,1
70,,,22.0,0 days 00:01:34.075000,HARD,6.0,2,1
71,,,23.0,0 days 00:01:33.459000,HARD,7.0,2,1
72,,,24.0,0 days 00:01:33.521000,HARD,8.0,2,1
73,,,25.0,0 days 00:01:33.324000,HARD,9.0,2,1
74,,,26.0,0 days 00:01:33.182000,HARD,10.0,2,1
75,,,27.0,0 days 00:01:33.184000,HARD,11.0,2,1
76,,,28.0,0 days 00:01:32.711000,HARD,12.0,2,1
77,,,29.0,0 days 00:01:32.942000,HARD,13.0,2,1
78,,,30.0,0 days 00:01:32.752000,HARD,14.0,2,1
79,,,31.0,0 days 00:01:33.079000,HARD,15.0,2,1
80,,,32.0,0 days 00:01:32.683000,HARD,16.0,2,1
81,,,33.0,0 days 00:01:32.878000,HARD,17.0,2,1
82,,,34.0,0 days 00:01:32.680000,HARD,18.0,2,1
83,,,35.0,0 days 00:01:32.481000,HARD,19.0,2,1
84,,,36.0,0 days 00:01:32.640000,HARD,20.0,2,1
85,,,37.0,0 days 00:01:33.102000,HARD,21.0,2,2
86,,,38.0,0 days 00:01:47.212000,HARD,22.0,2,26
87,,,39.0,0 days 00:02:06.419000,HARD,23.0,2,6
88,,,40.0,0 days 00:02:06.461000,HARD,24.0,2,6
89,,,41.0,0 days 00:01:36.117000,HARD,25.0,2,67
90,,,42.0,0 days 00:01:33.281000,HARD,26.0,2,1
91,,,43.0,0 days 00:01:33.818000,HARD,27.0,2,1
92,,,44.0,0 days 00:01:32.170000,HARD,28.0,2,1
93,,,45.0,0 days 00:01:32.259000,HARD,29.0,2,1
94,,,46.0,0 days 00:01:33.470000,HARD,30.0,2,1
95,,,47.0,0 days 00:01:32.587000,HARD,31.0,2,1
96,,,48.0,0 days 00:01:31.634000,HARD,32.0,2,2
97,,,49.0,0 days 00:01:32.102000,HARD,33.0,2,2
98,,,50.0,0 days 00:01:31.703000,HARD,34.0,2,2
99,1,44.73861111111455,2.0,0 days 00:01:35.499000,MEDIUM,2.0,1,1
100,1,61.43194444444089,3.0,0 days 00:01:35.460000,MEDIUM,3.0,1,1
101,1,96.15305555556552,4.0,0 days 00:01:35.321000,MEDIUM,4.0,1,1
102,1,146.73722222222204,5.0,0 days 00:01:35.124000,MEDIUM,5.0,1,1
103,1,162.10444444450695,6.0,0 days 00:01:35.165000,MEDIUM,6.0,1,1
104,1,177.7000000001135,7.0,0 days 00:01:35.058000,MEDIUM,7.0,1,1
105,1,204.9247222223712,8.0,0 days 00:01:34.921000,MEDIUM,8.0,1,1
106,1,194.76972222243785,9.0,0 days 00:01:34.729000,MEDIUM,9.0,1,1
107,1,187.75527777804382,10.0,0 days 00:01:35.133000,MEDIUM,10.0,1,1
108,1,163.85750000029657,11.0,0 days 00:01:34.977000,MEDIUM,11.0,1,1
109,1,147.89000000037777,12.0,0 days 00:01:35.082000,MEDIUM,12.0,1,1
110,1,132.53222222266777,13.0,0 days 00:01:35.101000,MEDIUM,13.0,1,1
111,1,116.72361111172359,14.0,0 days 00:01:35.275000,MEDIUM,14.0,1,1
112,1,122.67555555640138,15.0,0 days 00:01:35.421000,MEDIUM,15.0,1,1
113,1,119.90305555643863,16.0,0 days 00:01:46.940000,MEDIUM,16.0,1,264
114,16,229.1619444444077,18.0,,HARD,2.0,2,4
115,1,42.25694444522378,19.0,0 days 00:02:29.065000,HARD,3.0,2,4
116,1,47.570000000850996,20.0,,HARD,4.0,2,4
117,20,42.025000000197906,21.0,0 days 00:01:35.949000,HARD,5.0,2,1
118,16,182.1649999999936,22.0,0 days 00:01:34.295000,HARD,6.0,2,1
119,16,195.11055555570056,23.0,0 days 00:01:33.857000,HARD,7.0,2,1
120,16,220.92972222247045,24.0,0 days 00:01:33.636000,HARD,8.0,2,1
121,16,232.40916666662088,25.0,0 days 00:01:33.575000,HARD,9.0,2,1
122,16,246.9758333330392,26.0,0 days 00:01:33.181000,HARD,10.0,2,1
123,16,259.2836111107317,27.0,0 days 00:01:33.705000,HARD,11.0,2,1
124,16,301.30305555535597,28.0,0 days 00:01:33.231000,HARD,12.0,2,1
125,16,319.648333332967,29.0,0 days 00:01:33.582000,HARD,13.0,2,1
126,16,352.81027777749114,30.0,0 days 00:01:33.004000,HARD,14.0,2,1
127,16,341.3333333331393,31.0,0 days 00:01:33.041000,HARD,15.0,2,1
128,16,350.33722222194774,32.0,0 days 00:01:32.904000,HARD,16.0,2,1
129,16,366.2424999998475,33.0,0 days 00:01:33.007000,HARD,17.0,2,1
130,16,371.0127777776506,34.0,0 days 00:01:33.006000,HARD,18.0,2,1
131,16,366.5458333330171,35.0,0 days 00:01:33.201000,HARD,19.0,2,1
132,16,408.77222222212004,36.0,0 days 00:01:33.099000,HARD,20.0,2,1
133,16,412.93611111081555,37.0,0 days 00:01:32.795000,HARD,21.0,2,2
134,16,412.08999999947264,38.0,0 days 00:01:53.588000,HARD,22.0,2,26
135,1,47.06888888881076,39.0,0 days 00:02:05.071000,HARD,23.0,2,6
136,16,487.01027777726995,40.0,0 days 00:02:05.576000,HARD,24.0,2,67
137,16,449.5224999994098,41.0,0 days 00:01:35.353000,HARD,25.0,2,7
138,1,1.2947222228394821,42.0,0 days 00:01:32.272000,HARD,26.0,2,1
139,16,468.74805555518833,43.0,0 days 00:01:32.436000,HARD,27.0,2,1
140,16,426.118055554718,44.0,0 days 00:01:32.270000,HARD,28.0,2,1
141,16,434.9941666655941,45.0,0 days 00:01:32.242000,HARD,29.0,2,1
142,16,423.8566666657571,46.0,0 days 00:01:32.384000,HARD,30.0,2,1
143,16,409.0355555548449,47.0,0 days 00:01:32.271000,HARD,31.0,2,1
144,16,385.9722222214914,48.0,0 days 00:01:31.905000,HARD,32.0,2,2
145,16,380.7680555548286,49.0,0 days 00:01:32.008000,HARD,33.0,2,1
146,16,382.9391666658921,50.0,0 days 00:01:32.665000,HARD,34.0,2,2
147,,,2.0,0 days 00:01:34.722000,MEDIUM,2.0,1,1
148,,,3.0,0 days 00:01:34.596000,MEDIUM,3.0,1,1
149,,,4.0,0 days 00:01:34.440000,MEDIUM,4.0,1,1
150,,,5.0,0 days 00:01:34.496000,MEDIUM,5.0,1,1
151,,,6.0,0 days 00:01:34.481000,MEDIUM,6.0,1,1
152,,,7.0,0 days 00:01:34.821000,MEDIUM,7.0,1,1
153,,,8.0,0 days 00:01:34.619000,MEDIUM,8.0,1,1
154,,,9.0,0 days 00:01:34.825000,MEDIUM,9.0,1,1
155,,,10.0,0 days 00:01:34.836000,MEDIUM,10.0,1,1
156,,,11.0,0 days 00:01:34.545000,MEDIUM,11.0,1,1
157,,,12.0,0 days 00:01:34.671000,MEDIUM,12.0,1,1
158,,,13.0,0 days 00:01:35.214000,MEDIUM,13.0,1,1
159,,,14.0,0 days 00:01:35.316000,MEDIUM,14.0,1,1
160,,,15.0,0 days 00:01:38.591000,MEDIUM,15.0,1,1
161,16,211.69138888889574,16.0,0 days 00:02:08.106000,HARD,1.0,2,264
162,63,28.54166666684614,17.0,,HARD,2.0,2,4
163,16,209.3263888885267,18.0,,HARD,3.0,2,4
164,20,13.556388889119262,19.0,0 days 00:02:28.779000,HARD,4.0,2,4
165,55,53.08138888851681,20.0,,HARD,5.0,2,4
166,1,25.236111111487844,21.0,0 days 00:01:36.967000,HARD,6.0,2,1
167,63,11.379444444784895,22.0,0 days 00:01:34.659000,HARD,7.0,2,1
168,63,43.32444444482098,23.0,0 days 00:01:33.699000,HARD,8.0,2,1
169,44,5.5966666667955,24.0,0 days 00:01:33.815000,HARD,9.0,2,1
170,1,253.6047222231573,25.0,0 days 00:01:33.697000,HARD,10.0,2,1
171,1,276.2616666671529,26.0,0 days 00:01:33.608000,HARD,11.0,2,1
172,1,300.43777777813375,27.0,0 days 00:01:33.547000,HARD,12.0,2,1
173,1,330.4247222224658,28.0,0 days 00:01:33.407000,HARD,13.0,2,1
174,1,356.4858333336597,29.0,0 days 00:01:33.313000,HARD,14.0,2,1
175,1,390.49444444463006,30.0,0 days 00:01:33.647000,HARD,15.0,2,1
176,1,425.3077777780127,31.0,0 days 00:01:33.102000,HARD,16.0,2,1
177,1,450.02694444468943,32.0,0 days 00:01:33.151000,HARD,17.0,2,1
178,1,458.50694444437977,33.0,0 days 00:01:33.122000,HARD,18.0,2,1
179,1,442.91277777787764,34.0,0 days 00:01:32.935000,HARD,19.0,2,1
180,1,430.72277777738054,35.0,0 days 00:01:33.529000,HARD,20.0,2,1
181,1,462.07999999981257,36.0,0 days 00:01:32.878000,HARD,21.0,2,1
182,1,465.81749999985914,37.0,0 days 00:01:33.008000,HARD,22.0,2,2
183,1,466.97999999977765,38.0,0 days 00:01:53.761000,HARD,23.0,2,26
184,1,533.5872222224425,39.0,0 days 00:02:06.256000,HARD,24.0,2,6
185,1,484.683055555739,40.0,0 days 00:02:04.945000,HARD,25.0,2,67
186,1,491.18666666708305,41.0,0 days 00:01:33.974000,HARD,26.0,2,7
187,1,548.6286111114314,42.0,0 days 00:01:32.205000,HARD,27.0,2,1
188,1,517.5005555558892,43.0,0 days 00:01:32.410000,HARD,28.0,2,1
189,1,450.53861111111473,44.0,0 days 00:01:32.044000,HARD,29.0,2,1
190,1,447.61555555660743,45.0,0 days 00:01:32.093000,HARD,30.0,2,1
191,1,439.46000000141794,46.0,0 days 00:01:32.042000,HARD,31.0,2,1
192,1,430.56166666798526,47.0,0 days 00:01:32.260000,HARD,32.0,2,1
193,1,427.52138889033813,48.0,0 days 00:01:32.333000,HARD,33.0,2,2
194,1,428.5161111126072,49.0,0 days 00:01:32.485000,HARD,34.0,2,1
195,1,452.30833333492046,50.0,0 days 00:01:33.160000,HARD,35.0,2,2
196,31,19.684444444448673,2.0,0 days 00:01:36.466000,MEDIUM,2.0,1,1
197,31,21.105555555579485,3.0,0 days 00:01:36.513000,MEDIUM,3.0,1,1
198,55,276.2330555555927,4.0,0 days 00:01:36.341000,MEDIUM,4.0,1,1
199,55,363.57833333336384,5.0,0 days 00:01:36.096000,MEDIUM,5.0,1,1
200,55,416.8969444444847,6.0,0 days 00:01:36.246000,MEDIUM,6.0,1,1
201,55,454.63833333337243,7.0,0 days 00:01:36.111000,MEDIUM,7.0,1,1
202,55,495.1444444445515,8.0,0 days 00:01:35.722000,MEDIUM,8.0,1,1
203,55,519.8394444444639,9.0,0 days 00:01:35.906000,MEDIUM,9.0,1,1
204,55,505.4766666667347,10.0,0 days 00:01:35.593000,MEDIUM,10.0,1,1
205,55,566.4633333333113,11.0,0 days 00:01:35.384000,MEDIUM,11.0,1,1
206,55,581.1930555554427,12.0,0 days 00:01:35.741000,MEDIUM,12.0,1,1
207,55,603.9077777774946,13.0,0 days 00:01:35.681000,MEDIUM,13.0,1,1
208,55,653.0636111106578,14.0,0 days 00:01:35.476000,MEDIUM,14.0,1,1
209,55,674.0588888883794,15.0,0 days 00:01:35.453000,MEDIUM,15.0,1,1
210,11,170.63833333314687,16.0,0 days 00:01:51.651000,MEDIUM,16.0,1,264
211,11,7.158333333150949,17.0,,HARD,1.0,2,4
212,44,88.35472222160024,18.0,,HARD,2.0,2,4
213,44,44.156388888310175,19.0,0 days 00:02:29.081000,HARD,3.0,2,4
214,20,117.53444444434717,20.0,,HARD,4.0,2,4
215,11,10.883055555386818,21.0,0 days 00:01:37.115000,HARD,5.0,2,1
216,44,112.29138888849411,22.0,0 days 00:01:34.801000,HARD,6.0,2,1
217,44,15.0063888883451,23.0,0 days 00:01:34.184000,HARD,7.0,2,1
218,1,200.7158333332918,24.0,0 days 00:01:34.890000,HARD,8.0,2,1
219,11,65.24194444349268,25.0,0 days 00:01:34.288000,HARD,9.0,2,1
220,11,118.55555555480532,26.0,0 days 00:01:33.968000,HARD,10.0,2,1
221,11,134.16944444339606,27.0,0 days 00:01:34.044000,HARD,11.0,2,1
222,11,178.0113888878841,28.0,0 days 00:01:34.083000,HARD,12.0,2,1
223,11,214.04527777660405,29.0,0 days 00:01:34.072000,HARD,13.0,2,1
224,11,218.23944444349036,30.0,0 days 00:01:34.004000,HARD,14.0,2,1
225,11,223.80361110996455,31.0,0 days 00:01:34.002000,HARD,15.0,2,1
226,11,238.42833333226736,32.0,0 days 00:01:33.951000,HARD,16.0,2,1
227,11,253.42583333226503,33.0,0 days 00:01:33.742000,HARD,17.0,2,1
228,11,267.91249999863794,34.0,0 days 00:01:33.690000,HARD,18.0,2,1
229,11,291.9761111099506,35.0,0 days 00:01:33.375000,HARD,19.0,2,1
230,11,264.65138888711226,36.0,0 days 00:01:33.434000,HARD,20.0,2,1
231,11,263.9455555535096,37.0,0 days 00:01:33.986000,HARD,21.0,2,2
232,11,279.10388888727175,38.0,0 days 00:01:57.192000,HARD,22.0,2,26
233,11,322.16333333126386,39.0,0 days 00:02:05.560000,HARD,23.0,2,6
234,11,285.70999999786727,40.0,0 days 00:02:04.186000,HARD,24.0,2,67
235,11,305.45916666457197,41.0,0 days 00:01:33.387000,HARD,25.0,2,1
236,11,327.9683333316352,42.0,0 days 00:01:33.668000,HARD,26.0,2,1
237,11,372.55805555393454,43.0,0 days 00:01:32.821000,HARD,27.0,2,1
238,11,398.87055555387633,44.0,0 days 00:01:33.035000,HARD,28.0,2,1
239,11,459.97916666435776,45.0,0 days 00:01:32.931000,HARD,29.0,2,1
240,11,492.5236111082486,46.0,0 days 00:01:33.236000,HARD,30.0,2,1
241,11,549.8788888861891,47.0,0 days 00:01:33.048000,HARD,31.0,2,1
242,11,589.7527777749347,48.0,0 days 00:01:33.345000,HARD,32.0,2,2
243,11,626.1269444416394,49.0,0 days 00:01:33.917000,HARD,33.0,2,1
244,11,684.4124999975902,50.0,0 days 00:01:35.208000,HARD,34.0,2,2
245,55,100.48222222222194,2.0,0 days 00:01:36.476000,MEDIUM,2.0,1,1
246,55,169.5733333333228,3.0,0 days 00:01:37.306000,MEDIUM,3.0,1,1
247,63,35.387222222198034,4.0,0 days 00:01:37.375000,MEDIUM,4.0,1,1
248,63,117.73111111107573,5.0,0 days 00:01:36.156000,MEDIUM,5.0,1,1
249,63,115.79611111106715,6.0,0 days 00:01:36.203000,MEDIUM,6.0,1,1
250,63,108.78972222212906,7.0,0 days 00:01:38.257000,MEDIUM,7.0,1,1
251,63,278.40694444428664,8.0,0 days 00:01:38.419000,MEDIUM,8.0,1,1
252,20,64.96500000008382,9.0,0 days 00:01:36.745000,MEDIUM,9.0,1,1
253,20,28.700000000135333,10.0,0 days 00:01:36.378000,MEDIUM,10.0,1,1
254,20,8.530555555720639,11.0,0 days 00:01:36.404000,MEDIUM,11.0,1,1
255,63,539.0669444444502,12.0,0 days 00:01:36.516000,MEDIUM,12.0,1,1
256,63,586.447222222152,13.0,0 days 00:01:37.103000,MEDIUM,13.0,1,1
257,77,9.336666666626115,14.0,0 days 00:01:37.502000,MEDIUM,14.0,1,1
258,20,30.84777777804993,15.0,0 days 00:01:37.257000,MEDIUM,15.0,1,1
259,44,76.54222222216777,16.0,0 days 00:02:06.558000,MEDIUM,16.0,1,264
260,77,172.51805555527972,17.0,0 days 00:02:25.977000,HARD,1.0,2,4
261,77,82.5886111108266,18.0,,HARD,2.0,2,4
262,14,124.77638888890215,19.0,,HARD,3.0,2,4
263,77,98.58555555524072,20.0,,HARD,4.0,2,4
264,77,27.031944444272085,21.0,0 days 00:01:38.207000,HARD,5.0,2,1
265,77,46.90444444429886,22.0,0 days 00:01:37.099000,HARD,6.0,2,1
266,14,24.476111111289356,23.0,0 days 00:01:35.673000,HARD,7.0,2,1
267,14,24.570555555343162,24.0,0 days 00:01:36.421000,HARD,8.0,2,1
268,14,86.99083333308226,25.0,0 days 00:01:35.232000,HARD,9.0,2,1
269,14,77.54777777733398,26.0,0 days 00:01:35.180000,HARD,10.0,2,1
270,14,99.33944444410736,27.0,0 days 00:01:35.292000,HARD,11.0,2,1
271,14,132.57194444426568,28.0,0 days 00:01:35.109000,HARD,12.0,2,1
272,14,141.8688888886245,29.0,0 days 00:01:34.816000,HARD,13.0,2,1
273,14,89.93249999993714,30.0,0 days 00:01:34.767000,HARD,14.0,2,1
274,14,121.1252777777845,31.0,0 days 00:01:34.551000,HARD,15.0,2,1
275,14,157.18750000014552,32.0,0 days 00:01:34.190000,HARD,16.0,2,1
276,14,178.71388888871297,33.0,0 days 00:01:34.336000,HARD,17.0,2,1
